299 0 0
792 1 1
0 1 2
0 1 3
0 1 4
0 1 5
0 1 6
0 1 7
0 2 1
603 2 2
0 2 3
0 2 4
0 2 5
0 2 6
0 2 7
0 3 1
0 3 2
9 3 3
0 3 4
0 3 5
234 3 6
142 3 7
0 4 1
0 4 2
0 4 3
0 4 4
0 4 5
0 4 6
0 4 7
0 5 1
0 5 2
0 5 3
0 5 4
159 5 5
0 5 6
0 5 7
0 6 1
29 6 2
3204 6 3
0 6 4
5 6 5
20818 6 6
1 6 7
0 7 1
0 7 2
20 7 3
0 7 4
0 7 5
390 7 6
1184 7 7
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
 
