"GEO.id","GEO.id2","GEO.display-label","Total:","Total:","Total:"
"Id","Id2","Geography",,"Occupied","Vacant"
60750106002004,60750106002004,"Block 2004, Block Group 2, Census Tract 106, San Francisco County, California",113,108,5
60750106002005,60750106002005,"Block 2005, Block Group 2, Census Tract 106, San Francisco County, California",97,89,8
60750106002006,60750106002006,"Block 2006, Block Group 2, Census Tract 106, San Francisco County, California",85,73,12
60750106002007,60750106002007,"Block 2007, Block Group 2, Census Tract 106, San Francisco County, California",115,96,19
60750106002008,60750106002008,"Block 2008, Block Group 2, Census Tract 106, San Francisco County, California",0,0,0
60750106003000,60750106003000,"Block 3000, Block Group 3, Census Tract 106, San Francisco County, California",95,88,7
60750106003001,60750106003001,"Block 3001, Block Group 3, Census Tract 106, San Francisco County, California",73,62,11
60750106003002,60750106003002,"Block 3002, Block Group 3, Census Tract 106, San Francisco County, California",0,0,0
60750106003003,60750106003003,"Block 3003, Block Group 3, Census Tract 106, San Francisco County, California",0,0,0
60750106003004,60750106003004,"Block 3004, Block Group 3, Census Tract 106, San Francisco County, California",77,67,10
60750106003005,60750106003005,"Block 3005, Block Group 3, Census Tract 106, San Francisco County, California",79,73,6
60750106003006,60750106003006,"Block 3006, Block Group 3, Census Tract 106, San Francisco County, California",43,34,9
60750106003007,60750106003007,"Block 3007, Block Group 3, Census Tract 106, San Francisco County, California",71,70,1
60750106003008,60750106003008,"Block 3008, Block Group 3, Census Tract 106, San Francisco County, California",52,52,0
60750106003009,60750106003009,"Block 3009, Block Group 3, Census Tract 106, San Francisco County, California",31,21,10
60750106003010,60750106003010,"Block 3010, Block Group 3, Census Tract 106, San Francisco County, California",124,106,18
60750106003011,60750106003011,"Block 3011, Block Group 3, Census Tract 106, San Francisco County, California",72,72,0
60750107001000,60750107001000,"Block 1000, Block Group 1, Census Tract 107, San Francisco County, California",0,0,0
60750107001001,60750107001001,"Block 1001, Block Group 1, Census Tract 107, San Francisco County, California",38,32,6
60750107001002,60750107001002,"Block 1002, Block Group 1, Census Tract 107, San Francisco County, California",28,27,1
60750107001003,60750107001003,"Block 1003, Block Group 1, Census Tract 107, San Francisco County, California",106,97,9
60750107001004,60750107001004,"Block 1004, Block Group 1, Census Tract 107, San Francisco County, California",1,1,0
60750107001005,60750107001005,"Block 1005, Block Group 1, Census Tract 107, San Francisco County, California",138,122,16
60750107001006,60750107001006,"Block 1006, Block Group 1, Census Tract 107, San Francisco County, California",74,63,11
60750107001007,60750107001007,"Block 1007, Block Group 1, Census Tract 107, San Francisco County, California",89,78,11
60750107002000,60750107002000,"Block 2000, Block Group 2, Census Tract 107, San Francisco County, California",12,9,3
60750107002001,60750107002001,"Block 2001, Block Group 2, Census Tract 107, San Francisco County, California",182,175,7
60750107002002,60750107002002,"Block 2002, Block Group 2, Census Tract 107, San Francisco County, California",203,181,22
60750107002003,60750107002003,"Block 2003, Block Group 2, Census Tract 107, San Francisco County, California",197,180,17
60750107003000,60750107003000,"Block 3000, Block Group 3, Census Tract 107, San Francisco County, California",0,0,0
60750107003001,60750107003001,"Block 3001, Block Group 3, Census Tract 107, San Francisco County, California",18,18,0
60750107003002,60750107003002,"Block 3002, Block Group 3, Census Tract 107, San Francisco County, California",146,125,21
60750107003003,60750107003003,"Block 3003, Block Group 3, Census Tract 107, San Francisco County, California",198,175,23
60750107003004,60750107003004,"Block 3004, Block Group 3, Census Tract 107, San Francisco County, California",294,281,13
60750107003005,60750107003005,"Block 3005, Block Group 3, Census Tract 107, San Francisco County, California",51,51,0
60750107003006,60750107003006,"Block 3006, Block Group 3, Census Tract 107, San Francisco County, California",100,90,10
60750107003007,60750107003007,"Block 3007, Block Group 3, Census Tract 107, San Francisco County, California",0,0,0
60750107003008,60750107003008,"Block 3008, Block Group 3, Census Tract 107, San Francisco County, California",13,12,1
60750107003009,60750107003009,"Block 3009, Block Group 3, Census Tract 107, San Francisco County, California",133,128,5
60750107004000,60750107004000,"Block 4000, Block Group 4, Census Tract 107, San Francisco County, California",414,372,42
60750107004001,60750107004001,"Block 4001, Block Group 4, Census Tract 107, San Francisco County, California",459,439,20
60750107004002,60750107004002,"Block 4002, Block Group 4, Census Tract 107, San Francisco County, California",131,122,9
60750108001000,60750108001000,"Block 1000, Block Group 1, Census Tract 108, San Francisco County, California",157,103,54
60750108001001,60750108001001,"Block 1001, Block Group 1, Census Tract 108, San Francisco County, California",224,161,63
60750108001002,60750108001002,"Block 1002, Block Group 1, Census Tract 108, San Francisco County, California",80,71,9
60750108001003,60750108001003,"Block 1003, Block Group 1, Census Tract 108, San Francisco County, California",73,63,10
60750108001004,60750108001004,"Block 1004, Block Group 1, Census Tract 108, San Francisco County, California",90,79,11
60750108001005,60750108001005,"Block 1005, Block Group 1, Census Tract 108, San Francisco County, California",180,146,34
60750108002000,60750108002000,"Block 2000, Block Group 2, Census Tract 108, San Francisco County, California",0,0,0
60750108002001,60750108002001,"Block 2001, Block Group 2, Census Tract 108, San Francisco County, California",0,0,0
60750108002002,60750108002002,"Block 2002, Block Group 2, Census Tract 108, San Francisco County, California",14,11,3
60750108002003,60750108002003,"Block 2003, Block Group 2, Census Tract 108, San Francisco County, California",46,43,3
60750108002004,60750108002004,"Block 2004, Block Group 2, Census Tract 108, San Francisco County, California",71,63,8
60750108002005,60750108002005,"Block 2005, Block Group 2, Census Tract 108, San Francisco County, California",78,61,17
60750108002006,60750108002006,"Block 2006, Block Group 2, Census Tract 108, San Francisco County, California",189,178,11
60750108002007,60750108002007,"Block 2007, Block Group 2, Census Tract 108, San Francisco County, California",51,48,3
60750108002008,60750108002008,"Block 2008, Block Group 2, Census Tract 108, San Francisco County, California",59,55,4
60750108002009,60750108002009,"Block 2009, Block Group 2, Census Tract 108, San Francisco County, California",92,81,11
60750108002010,60750108002010,"Block 2010, Block Group 2, Census Tract 108, San Francisco County, California",92,79,13
60750108002011,60750108002011,"Block 2011, Block Group 2, Census Tract 108, San Francisco County, California",189,171,18
60750108003000,60750108003000,"Block 3000, Block Group 3, Census Tract 108, San Francisco County, California",111,89,22
60750108003001,60750108003001,"Block 3001, Block Group 3, Census Tract 108, San Francisco County, California",121,112,9
60750108003002,60750108003002,"Block 3002, Block Group 3, Census Tract 108, San Francisco County, California",231,214,17
60750108003003,60750108003003,"Block 3003, Block Group 3, Census Tract 108, San Francisco County, California",218,197,21
