,,,,,,,HD01,SUBHD02010101,SUBHD02010102,SUBHD02010103,SUBHD020102,SUBHD020201,SUBHD020202,SUBHD020203
,,,,,,,Total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population
,,,,,,,,In households,In households,In households,In households,In group quarters,In group quarters,In group quarters
GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,,Family households,Family households,Family households,Nonfamily households [3],Total,Institutionalized population,Noninstitutionalized population
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,,Total,In families [1],Nonrelatives [2],,,,
0400000US06,06,California,8710000US0690743,0690743,"California - ZCTA5 90743, California","ZCTA5 90743, California",456,76.3,73.0,3.3,23.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0690744,0690744,"California - ZCTA5 90744, California","ZCTA5 90744, California",53815,93.1,88.8,4.4,6.5,0.3,0.0,0.3
0400000US06,06,California,8710000US0690745,0690745,"California - ZCTA5 90745, California","ZCTA5 90745, California",57251,92.9,88.9,4.0,6.3,0.8,0.1,0.7
0400000US06,06,California,8710000US0690746,0690746,"California - ZCTA5 90746, California","ZCTA5 90746, California",25990,89.1,86.0,3.2,8.0,2.9,0.1,2.8
0400000US06,06,California,8710000US0690747,0690747,"California - ZCTA5 90747, California","ZCTA5 90747, California",0,,,,,,,
0400000US06,06,California,8710000US0690755,0690755,"California - ZCTA5 90755, California","ZCTA5 90755, California",11074,78.5,75.6,2.9,21.1,0.4,0.4,0.0
0400000US06,06,California,8710000US0690802,0690802,"California - ZCTA5 90802, California","ZCTA5 90802, California",39347,54.1,51.4,2.7,43.2,2.7,0.7,1.9
0400000US06,06,California,8710000US0690803,0690803,"California - ZCTA5 90803, California","ZCTA5 90803, California",32031,57.3,55.7,1.6,42.3,0.4,0.2,0.2
0400000US06,06,California,8710000US0690804,0690804,"California - ZCTA5 90804, California","ZCTA5 90804, California",40311,73.4,69.6,3.8,24.2,2.4,1.1,1.3
0400000US06,06,California,8710000US0690805,0690805,"California - ZCTA5 90805, California","ZCTA5 90805, California",93524,90.8,86.3,4.5,8.4,0.9,0.6,0.2
0400000US06,06,California,8710000US0690806,0690806,"California - ZCTA5 90806, California","ZCTA5 90806, California",42399,88.5,84.0,4.5,10.3,1.2,0.6,0.6
0400000US06,06,California,8710000US0690807,0690807,"California - ZCTA5 90807, California","ZCTA5 90807, California",31481,78.7,76.1,2.6,20.0,1.3,1.2,0.2
0400000US06,06,California,8710000US0690808,0690808,"California - ZCTA5 90808, California","ZCTA5 90808, California",38232,86.0,84.0,2.0,13.8,0.2,0.0,0.1
0400000US06,06,California,8710000US0690810,0690810,"California - ZCTA5 90810, California","ZCTA5 90810, California",36735,92.5,88.3,4.1,6.2,1.4,0.2,1.2
0400000US06,06,California,8710000US0690813,0690813,"California - ZCTA5 90813, California","ZCTA5 90813, California",58911,85.7,80.9,4.8,11.9,2.4,0.5,1.9
0400000US06,06,California,8710000US0690814,0690814,"California - ZCTA5 90814, California","ZCTA5 90814, California",19131,60.1,57.7,2.4,38.8,1.0,0.8,0.2
0400000US06,06,California,8710000US0690815,0690815,"California - ZCTA5 90815, California","ZCTA5 90815, California",39733,73.7,71.6,2.1,20.9,5.4,0.8,4.7
0400000US06,06,California,8710000US0690822,0690822,"California - ZCTA5 90822, California","ZCTA5 90822, California",117,7.7,7.7,0.0,0.0,92.3,92.3,0.0
0400000US06,06,California,8710000US0690831,0690831,"California - ZCTA5 90831, California","ZCTA5 90831, California",0,,,,,,,
0400000US06,06,California,8710000US0691001,0691001,"California - ZCTA5 91001, California","ZCTA5 91001, California",36126,85.5,81.9,3.6,13.5,1.0,0.4,0.6
0400000US06,06,California,8710000US0691006,0691006,"California - ZCTA5 91006, California","ZCTA5 91006, California",31715,91.9,89.8,2.1,8.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0691007,0691007,"California - ZCTA5 91007, California","ZCTA5 91007, California",34095,84.0,82.3,1.7,12.4,3.6,1.8,1.9
0400000US06,06,California,8710000US0691008,0691008,"California - ZCTA5 91008, California","ZCTA5 91008, California",1391,78.1,74.8,3.3,18.6,3.3,3.3,0.0
0400000US06,06,California,8710000US0691010,0691010,"California - ZCTA5 91010, California","ZCTA5 91010, California",26074,87.3,82.9,4.4,10.6,2.1,2.1,0.1
0400000US06,06,California,8710000US0691011,0691011,"California - ZCTA5 91011, California","ZCTA5 91011, California",20280,93.6,92.4,1.2,6.3,0.1,0.0,0.1
0400000US06,06,California,8710000US0691016,0691016,"California - ZCTA5 91016, California","ZCTA5 91016, California",40598,84.4,81.5,2.9,15.2,0.4,0.2,0.2
0400000US06,06,California,8710000US0691020,0691020,"California - ZCTA5 91020, California","ZCTA5 91020, California",8415,79.7,78.5,1.2,18.0,2.3,2.3,0.0
0400000US06,06,California,8710000US0691024,0691024,"California - ZCTA5 91024, California","ZCTA5 91024, California",10917,77.7,76.1,1.6,22.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0691030,0691030,"California - ZCTA5 91030, California","ZCTA5 91030, California",25616,80.7,79.0,1.7,18.7,0.6,0.6,0.0
0400000US06,06,California,8710000US0691040,0691040,"California - ZCTA5 91040, California","ZCTA5 91040, California",20372,83.4,80.8,2.7,14.8,1.8,1.1,0.7
0400000US06,06,California,8710000US0691042,0691042,"California - ZCTA5 91042, California","ZCTA5 91042, California",27585,85.5,82.5,2.9,13.8,0.7,0.4,0.3
0400000US06,06,California,8710000US0691046,0691046,"California - ZCTA5 91046, California","ZCTA5 91046, California",156,42.3,41.7,0.6,57.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0691101,0691101,"California - ZCTA5 91101, California","ZCTA5 91101, California",20460,56.3,54.4,1.9,42.5,1.2,0.4,0.8
0400000US06,06,California,8710000US0691103,0691103,"California - ZCTA5 91103, California","ZCTA5 91103, California",27480,82.8,78.2,4.6,13.3,3.9,2.4,1.5
0400000US06,06,California,8710000US0691104,0691104,"California - ZCTA5 91104, California","ZCTA5 91104, California",36751,82.8,79.6,3.3,15.4,1.7,0.0,1.7
0400000US06,06,California,8710000US0691105,0691105,"California - ZCTA5 91105, California","ZCTA5 91105, California",11254,70.2,68.6,1.6,25.7,4.1,2.1,2.0
0400000US06,06,California,8710000US0691106,0691106,"California - ZCTA5 91106, California","ZCTA5 91106, California",24229,65.8,63.9,1.9,30.1,4.1,0.0,4.1
0400000US06,06,California,8710000US0691107,0691107,"California - ZCTA5 91107, California","ZCTA5 91107, California",32940,80.9,78.8,2.1,18.3,0.9,0.5,0.4
0400000US06,06,California,8710000US0691108,0691108,"California - ZCTA5 91108, California","ZCTA5 91108, California",13361,94.0,93.0,1.0,5.4,0.6,0.0,0.6
0400000US06,06,California,8710000US0691201,0691201,"California - ZCTA5 91201, California","ZCTA5 91201, California",22781,87.0,85.4,1.6,12.4,0.6,0.5,0.1
0400000US06,06,California,8710000US0691202,0691202,"California - ZCTA5 91202, California","ZCTA5 91202, California",22830,84.6,83.5,1.1,14.9,0.5,0.4,0.1
0400000US06,06,California,8710000US0691203,0691203,"California - ZCTA5 91203, California","ZCTA5 91203, California",13220,85.3,83.7,1.6,14.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0691204,0691204,"California - ZCTA5 91204, California","ZCTA5 91204, California",16032,82.5,80.0,2.5,14.6,2.9,2.4,0.5
0400000US06,06,California,8710000US0691205,0691205,"California - ZCTA5 91205, California","ZCTA5 91205, California",37810,84.2,82.1,2.1,15.4,0.4,0.3,0.1
0400000US06,06,California,8710000US0691206,0691206,"California - ZCTA5 91206, California","ZCTA5 91206, California",33065,82.9,81.5,1.4,16.3,0.7,0.6,0.2
0400000US06,06,California,8710000US0691207,0691207,"California - ZCTA5 91207, California","ZCTA5 91207, California",10506,86.1,85.0,1.1,13.8,0.1,0.0,0.1
0400000US06,06,California,8710000US0691208,0691208,"California - ZCTA5 91208, California","ZCTA5 91208, California",16245,87.8,86.7,1.2,12.0,0.2,0.2,0.0
0400000US06,06,California,8710000US0691210,0691210,"California - ZCTA5 91210, California","ZCTA5 91210, California",328,61.3,61.3,0.0,38.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0691214,0691214,"California - ZCTA5 91214, California","ZCTA5 91214, California",30356,90.8,89.5,1.3,8.9,0.3,0.3,0.0
0400000US06,06,California,8710000US0691301,0691301,"California - ZCTA5 91301, California","ZCTA5 91301, California",25488,88.0,86.2,1.8,11.5,0.4,0.3,0.1
0400000US06,06,California,8710000US0691302,0691302,"California - ZCTA5 91302, California","ZCTA5 91302, California",25709,88.7,87.0,1.7,11.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0691303,0691303,"California - ZCTA5 91303, California","ZCTA5 91303, California",26855,84.6,78.6,6.0,15.0,0.4,0.0,0.3
0400000US06,06,California,8710000US0691304,0691304,"California - ZCTA5 91304, California","ZCTA5 91304, California",50231,86.4,82.7,3.7,12.4,1.2,0.8,0.5
0400000US06,06,California,8710000US0691306,0691306,"California - ZCTA5 91306, California","ZCTA5 91306, California",45061,88.3,83.5,4.9,10.9,0.8,0.3,0.5
0400000US06,06,California,8710000US0691307,0691307,"California - ZCTA5 91307, California","ZCTA5 91307, California",24474,89.4,87.1,2.3,9.3,1.3,0.4,0.9
0400000US06,06,California,8710000US0691311,0691311,"California - ZCTA5 91311, California","ZCTA5 91311, California",36557,83.4,80.8,2.6,14.4,2.2,1.1,1.1
0400000US06,06,California,8710000US0691316,0691316,"California - ZCTA5 91316, California","ZCTA5 91316, California",26898,77.3,75.4,1.9,22.6,0.1,0.0,0.1
0400000US06,06,California,8710000US0691320,0691320,"California - ZCTA5 91320, California","ZCTA5 91320, California",44274,89.9,87.2,2.6,9.9,0.2,0.1,0.1
0400000US06,06,California,8710000US0691321,0691321,"California - ZCTA5 91321, California","ZCTA5 91321, California",34882,84.5,79.4,5.2,13.3,2.2,0.3,1.9
0400000US06,06,California,8710000US0691324,0691324,"California - ZCTA5 91324, California","ZCTA5 91324, California",27669,83.2,79.6,3.6,15.8,1.0,0.3,0.7
0400000US06,06,California,8710000US0691325,0691325,"California - ZCTA5 91325, California","ZCTA5 91325, California",32417,78.3,75.2,3.2,20.9,0.8,0.5,0.4
0400000US06,06,California,8710000US0691326,0691326,"California - ZCTA5 91326, California","ZCTA5 91326, California",33708,90.3,88.7,1.6,9.5,0.2,0.1,0.1
0400000US06,06,California,8710000US0691330,0691330,"California - ZCTA5 91330, California","ZCTA5 91330, California",2702,0.1,0.1,0.0,0.1,99.8,0.0,99.8
0400000US06,06,California,8710000US0691331,0691331,"California - ZCTA5 91331, California","ZCTA5 91331, California",103689,94.8,86.5,8.3,4.8,0.4,0.3,0.1
0400000US06,06,California,8710000US0691335,0691335,"California - ZCTA5 91335, California","ZCTA5 91335, California",74363,86.1,81.0,5.0,12.6,1.4,1.1,0.3
0400000US06,06,California,8710000US0691340,0691340,"California - ZCTA5 91340, California","ZCTA5 91340, California",34188,93.9,87.4,6.5,5.7,0.4,0.2,0.2
0400000US06,06,California,8710000US0691342,0691342,"California - ZCTA5 91342, California","ZCTA5 91342, California",91725,91.6,85.9,5.7,6.6,1.8,1.4,0.4
0400000US06,06,California,8710000US0691343,0691343,"California - ZCTA5 91343, California","ZCTA5 91343, California",60254,89.8,84.3,5.4,9.3,0.9,0.4,0.6
0400000US06,06,California,8710000US0691344,0691344,"California - ZCTA5 91344, California","ZCTA5 91344, California",51747,88.9,86.2,2.7,10.0,1.1,0.6,0.6
0400000US06,06,California,8710000US0691345,0691345,"California - ZCTA5 91345, California","ZCTA5 91345, California",18496,90.1,85.1,5.0,8.7,1.2,1.1,0.1
0400000US06,06,California,8710000US0691350,0691350,"California - ZCTA5 91350, California","ZCTA5 91350, California",33348,90.1,88.0,2.1,9.2,0.6,0.5,0.2
0400000US06,06,California,8710000US0691351,0691351,"California - ZCTA5 91351, California","ZCTA5 91351, California",32362,89.9,85.8,4.2,9.8,0.3,0.0,0.3
0400000US06,06,California,8710000US0691352,0691352,"California - ZCTA5 91352, California","ZCTA5 91352, California",47807,92.1,86.2,5.9,6.9,1.0,0.7,0.3
0400000US06,06,California,8710000US0691354,0691354,"California - ZCTA5 91354, California","ZCTA5 91354, California",28722,91.4,89.7,1.6,8.5,0.1,0.0,0.1
0400000US06,06,California,8710000US0691355,0691355,"California - ZCTA5 91355, California","ZCTA5 91355, California",32605,82.0,80.2,1.8,16.4,1.6,0.0,1.5
0400000US06,06,California,8710000US0691356,0691356,"California - ZCTA5 91356, California","ZCTA5 91356, California",29458,81.3,79.3,2.0,17.7,1.0,0.5,0.6
0400000US06,06,California,8710000US0691360,0691360,"California - ZCTA5 91360, California","ZCTA5 91360, California",42402,82.7,79.2,3.5,13.7,3.6,0.4,3.2
0400000US06,06,California,8710000US0691361,0691361,"California - ZCTA5 91361, California","ZCTA5 91361, California",20438,83.5,81.8,1.7,16.0,0.5,0.4,0.1
0400000US06,06,California,8710000US0691362,0691362,"California - ZCTA5 91362, California","ZCTA5 91362, California",36045,86.8,84.5,2.3,12.8,0.4,0.1,0.3
0400000US06,06,California,8710000US0691364,0691364,"California - ZCTA5 91364, California","ZCTA5 91364, California",25851,81.7,79.7,2.0,17.6,0.7,0.6,0.2
0400000US06,06,California,8710000US0691367,0691367,"California - ZCTA5 91367, California","ZCTA5 91367, California",39499,78.3,76.4,1.9,21.1,0.5,0.0,0.5
0400000US06,06,California,8710000US0691371,0691371,"California - ZCTA5 91371, California","ZCTA5 91371, California",1,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0691377,0691377,"California - ZCTA5 91377, California","ZCTA5 91377, California",13811,88.0,86.9,1.1,12.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0691381,0691381,"California - ZCTA5 91381, California","ZCTA5 91381, California",20158,90.5,88.9,1.5,9.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0691384,0691384,"California - ZCTA5 91384, California","ZCTA5 91384, California",29855,71.1,69.2,1.9,5.5,23.4,23.2,0.2
0400000US06,06,California,8710000US0691387,0691387,"California - ZCTA5 91387, California","ZCTA5 91387, California",40328,90.2,86.8,3.5,9.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0691390,0691390,"California - ZCTA5 91390, California","ZCTA5 91390, California",19786,91.4,89.6,1.8,7.5,1.1,0.4,0.7
0400000US06,06,California,8710000US0691401,0691401,"California - ZCTA5 91401, California","ZCTA5 91401, California",39285,80.8,77.1,3.7,18.2,1.0,0.0,1.0
0400000US06,06,California,8710000US0691402,0691402,"California - ZCTA5 91402, California","ZCTA5 91402, California",69817,91.1,84.3,6.8,8.3,0.7,0.6,0.1
0400000US06,06,California,8710000US0691403,0691403,"California - ZCTA5 91403, California","ZCTA5 91403, California",23484,67.0,65.4,1.6,32.8,0.2,0.0,0.1
0400000US06,06,California,8710000US0691405,0691405,"California - ZCTA5 91405, California","ZCTA5 91405, California",51145,85.2,80.0,5.2,13.6,1.2,0.6,0.6
0400000US06,06,California,8710000US0691406,0691406,"California - ZCTA5 91406, California","ZCTA5 91406, California",51558,85.4,80.5,4.9,14.4,0.2,0.0,0.1
0400000US06,06,California,8710000US0691411,0691411,"California - ZCTA5 91411, California","ZCTA5 91411, California",24628,76.3,71.6,4.7,21.5,2.2,1.7,0.5
0400000US06,06,California,8710000US0691423,0691423,"California - ZCTA5 91423, California","ZCTA5 91423, California",30991,66.7,65.0,1.7,32.9,0.4,0.3,0.1
0400000US06,06,California,8710000US0691436,0691436,"California - ZCTA5 91436, California","ZCTA5 91436, California",14372,86.0,84.1,1.9,13.5,0.5,0.4,0.1
0400000US06,06,California,8710000US0691501,0691501,"California - ZCTA5 91501, California","ZCTA5 91501, California",20849,82.2,80.7,1.4,17.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0691502,0691502,"California - ZCTA5 91502, California","ZCTA5 91502, California",11371,72.5,70.2,2.3,26.9,0.5,0.0,0.5
0400000US06,06,California,8710000US0691504,0691504,"California - ZCTA5 91504, California","ZCTA5 91504, California",24939,84.9,82.8,2.1,14.0,1.1,0.0,1.1
0400000US06,06,California,8710000US0691505,0691505,"California - ZCTA5 91505, California","ZCTA5 91505, California",30778,75.4,73.4,2.0,24.5,0.1,0.0,0.1
0400000US06,06,California,8710000US0691506,0691506,"California - ZCTA5 91506, California","ZCTA5 91506, California",18904,77.7,75.6,2.1,20.1,2.2,1.4,0.8
0400000US06,06,California,8710000US0691601,0691601,"California - ZCTA5 91601, California","ZCTA5 91601, California",37180,65.6,62.2,3.3,33.9,0.5,0.1,0.4
0400000US06,06,California,8710000US0691602,0691602,"California - ZCTA5 91602, California","ZCTA5 91602, California",17473,54.9,53.2,1.7,45.1,0.1,0.0,0.1
0400000US06,06,California,8710000US0691604,0691604,"California - ZCTA5 91604, California","ZCTA5 91604, California",29034,63.0,61.5,1.5,36.0,1.0,0.9,0.0
0400000US06,06,California,8710000US0691605,0691605,"California - ZCTA5 91605, California","ZCTA5 91605, California",56343,88.9,83.7,5.2,9.6,1.5,0.4,1.1
0400000US06,06,California,8710000US0691606,0691606,"California - ZCTA5 91606, California","ZCTA5 91606, California",44958,83.8,79.5,4.3,15.5,0.7,0.5,0.2
0400000US06,06,California,8710000US0691607,0691607,"California - ZCTA5 91607, California","ZCTA5 91607, California",27927,67.0,64.9,2.0,31.9,1.1,1.0,0.1
0400000US06,06,California,8710000US0691608,0691608,"California - ZCTA5 91608, California","ZCTA5 91608, California",0,,,,,,,
0400000US06,06,California,8710000US0691701,0691701,"California - ZCTA5 91701, California","ZCTA5 91701, California",38976,90.8,88.6,2.2,8.9,0.4,0.2,0.1
0400000US06,06,California,8710000US0691702,0691702,"California - ZCTA5 91702, California","ZCTA5 91702, California",59705,86.5,81.4,5.1,8.5,4.9,0.4,4.5
0400000US06,06,California,8710000US0691706,0691706,"California - ZCTA5 91706, California","ZCTA5 91706, California",76571,95.3,89.4,5.9,4.1,0.6,0.4,0.2
0400000US06,06,California,8710000US0691708,0691708,"California - ZCTA5 91708, California","ZCTA5 91708, California",3369,36.6,35.5,1.1,1.6,61.8,61.8,0.0
0400000US06,06,California,8710000US0691709,0691709,"California - ZCTA5 91709, California","ZCTA5 91709, California",74796,93.3,91.3,2.0,6.5,0.2,0.2,0.0
0400000US06,06,California,8710000US0691710,0691710,"California - ZCTA5 91710, California","ZCTA5 91710, California",80358,86.7,83.3,3.5,7.1,6.2,6.0,0.2
0400000US06,06,California,8710000US0691711,0691711,"California - ZCTA5 91711, California","ZCTA5 91711, California",35705,72.3,70.7,1.6,13.3,14.4,0.6,13.8
0400000US06,06,California,8710000US0691722,0691722,"California - ZCTA5 91722, California","ZCTA5 91722, California",34409,91.4,87.5,3.9,8.4,0.2,0.0,0.2
0400000US06,06,California,8710000US0691723,0691723,"California - ZCTA5 91723, California","ZCTA5 91723, California",18275,85.4,81.8,3.5,13.0,1.6,1.5,0.1
0400000US06,06,California,8710000US0691724,0691724,"California - ZCTA5 91724, California","ZCTA5 91724, California",26184,89.7,86.9,2.8,9.3,0.9,0.3,0.6
0400000US06,06,California,8710000US0691730,0691730,"California - ZCTA5 91730, California","ZCTA5 91730, California",66925,81.9,78.9,3.0,13.7,4.4,4.3,0.1
0400000US06,06,California,8710000US0691731,0691731,"California - ZCTA5 91731, California","ZCTA5 91731, California",29591,90.8,85.2,5.6,8.3,0.9,0.8,0.2
0400000US06,06,California,8710000US0691732,0691732,"California - ZCTA5 91732, California","ZCTA5 91732, California",61386,93.4,87.5,5.9,5.6,1.0,0.6,0.4
0400000US06,06,California,8710000US0691733,0691733,"California - ZCTA5 91733, California","ZCTA5 91733, California",43896,94.8,88.3,6.5,4.6,0.6,0.4,0.2
0400000US06,06,California,8710000US0691737,0691737,"California - ZCTA5 91737, California","ZCTA5 91737, California",24740,91.9,89.7,2.2,8.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0691739,0691739,"California - ZCTA5 91739, California","ZCTA5 91739, California",34794,92.5,90.4,2.1,7.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0691740,0691740,"California - ZCTA5 91740, California","ZCTA5 91740, California",25356,85.9,83.1,2.8,11.3,2.8,2.1,0.6
0400000US06,06,California,8710000US0691741,0691741,"California - ZCTA5 91741, California","ZCTA5 91741, California",25824,89.3,87.2,2.1,10.4,0.3,0.1,0.1
0400000US06,06,California,8710000US0691744,0691744,"California - ZCTA5 91744, California","ZCTA5 91744, California",85040,95.6,88.6,7.0,4.2,0.2,0.0,0.2
0400000US06,06,California,8710000US0691745,0691745,"California - ZCTA5 91745, California","ZCTA5 91745, California",54013,93.1,89.7,3.4,6.7,0.2,0.1,0.1
0400000US06,06,California,8710000US0691746,0691746,"California - ZCTA5 91746, California","ZCTA5 91746, California",30485,95.4,88.3,7.1,4.1,0.5,0.0,0.5
0400000US06,06,California,8710000US0691748,0691748,"California - ZCTA5 91748, California","ZCTA5 91748, California",45406,93.0,88.8,4.2,6.6,0.4,0.0,0.3
0400000US06,06,California,8710000US0691750,0691750,"California - ZCTA5 91750, California","ZCTA5 91750, California",33249,85.3,83.3,2.0,11.9,2.8,1.2,1.5
0400000US06,06,California,8710000US0691752,0691752,"California - ZCTA5 91752, California","ZCTA5 91752, California",30047,91.5,86.8,4.6,8.4,0.1,0.1,0.0
