,,,,,,,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,Population,Housing units,Area in square miles,Area in square miles,Area in square miles,Density per square mile of land area,Density per square mile of land area
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,,,Total area,Water area,Land area,Population,Housing units
0400000US06,06,California,8710000US0692301,0692301,"California - ZCTA5 92301, California","ZCTA5 92301, California",32725,9470,170.50,0.00,170.50,191.9,55.5
0400000US06,06,California,8710000US0692304,0692304,"California - ZCTA5 92304, California","ZCTA5 92304, California",17,23,41.17,0.00,41.17,0.4,0.6
0400000US06,06,California,8710000US0692305,0692305,"California - ZCTA5 92305, California","ZCTA5 92305, California",535,629,99.99,0.01,99.98,5.4,6.3
0400000US06,06,California,8710000US0692307,0692307,"California - ZCTA5 92307, California","ZCTA5 92307, California",37630,14125,170.05,0.18,169.88,221.5,83.1
0400000US06,06,California,8710000US0692308,0692308,"California - ZCTA5 92308, California","ZCTA5 92308, California",39837,15613,93.61,0.41,93.20,427.5,167.5
0400000US06,06,California,8710000US0692309,0692309,"California - ZCTA5 92309, California","ZCTA5 92309, California",763,317,160.22,0.00,160.22,4.8,2.0
0400000US06,06,California,8710000US0692310,0692310,"California - ZCTA5 92310, California","ZCTA5 92310, California",8845,2487,3.08,0.00,3.08,2871.4,807.4
0400000US06,06,California,8710000US0692311,0692311,"California - ZCTA5 92311, California","ZCTA5 92311, California",31894,13151,248.39,0.01,248.38,128.4,52.9
0400000US06,06,California,8710000US0692313,0692313,"California - ZCTA5 92313, California","ZCTA5 92313, California",12025,4645,3.49,0.00,3.49,3448.4,1332.0
0400000US06,06,California,8710000US0692314,0692314,"California - ZCTA5 92314, California","ZCTA5 92314, California",10162,9153,30.84,0.02,30.82,329.7,297.0
0400000US06,06,California,8710000US0692315,0692315,"California - ZCTA5 92315, California","ZCTA5 92315, California",5094,10066,12.92,0.21,12.71,400.8,791.9
0400000US06,06,California,8710000US0692316,0692316,"California - ZCTA5 92316, California","ZCTA5 92316, California",30830,7527,11.00,0.01,10.99,2804.6,684.7
0400000US06,06,California,8710000US0692320,0692320,"California - ZCTA5 92320, California","ZCTA5 92320, California",7788,3654,10.70,0.00,10.70,727.6,341.4
0400000US06,06,California,8710000US0692321,0692321,"California - ZCTA5 92321, California","ZCTA5 92321, California",1522,1393,6.55,0.05,6.51,234.0,214.1
0400000US06,06,California,8710000US0692322,0692322,"California - ZCTA5 92322, California","ZCTA5 92322, California",1257,886,2.99,0.00,2.99,420.2,296.2
0400000US06,06,California,8710000US0692324,0692324,"California - ZCTA5 92324, California","ZCTA5 92324, California",56505,17685,30.22,0.72,29.51,1914.9,599.3
0400000US06,06,California,8710000US0692325,0692325,"California - ZCTA5 92325, California","ZCTA5 92325, California",9391,6309,10.23,0.14,10.09,930.7,625.3
0400000US06,06,California,8710000US0692327,0692327,"California - ZCTA5 92327, California","ZCTA5 92327, California",632,369,28.47,0.24,28.22,22.4,13.1
0400000US06,06,California,8710000US0692328,0692328,"California - ZCTA5 92328, California","ZCTA5 92328, California",445,331,706.14,5.05,701.08,0.6,0.5
0400000US06,06,California,8710000US0692332,0692332,"California - ZCTA5 92332, California","ZCTA5 92332, California",65,93,894.75,0.00,894.75,0.1,0.1
0400000US06,06,California,8710000US0692333,0692333,"California - ZCTA5 92333, California","ZCTA5 92333, California",472,992,4.17,0.00,4.17,113.1,237.7
0400000US06,06,California,8710000US0692335,0692335,"California - ZCTA5 92335, California","ZCTA5 92335, California",95397,24246,17.35,0.03,17.33,5505.8,1399.3
0400000US06,06,California,8710000US0692336,0692336,"California - ZCTA5 92336, California","ZCTA5 92336, California",88419,23271,24.97,0.10,24.87,3555.3,935.7
0400000US06,06,California,8710000US0692337,0692337,"California - ZCTA5 92337, California","ZCTA5 92337, California",37849,9851,13.93,0.00,13.93,2717.5,707.3
0400000US06,06,California,8710000US0692338,0692338,"California - ZCTA5 92338, California","ZCTA5 92338, California",12,5,241.33,0.00,241.33,0.0,0.0
0400000US06,06,California,8710000US0692339,0692339,"California - ZCTA5 92339, California","ZCTA5 92339, California",885,716,10.57,0.00,10.57,83.7,67.7
0400000US06,06,California,8710000US0692341,0692341,"California - ZCTA5 92341, California","ZCTA5 92341, California",410,1096,7.08,0.02,7.07,58.0,155.1
0400000US06,06,California,8710000US0692342,0692342,"California - ZCTA5 92342, California","ZCTA5 92342, California",6379,3107,106.21,0.74,105.47,60.5,29.5
0400000US06,06,California,8710000US0692344,0692344,"California - ZCTA5 92344, California","ZCTA5 92344, California",20769,6421,38.50,0.00,38.50,539.4,166.8
0400000US06,06,California,8710000US0692345,0692345,"California - ZCTA5 92345, California","ZCTA5 92345, California",78715,25758,82.26,0.23,82.02,959.7,314.0
0400000US06,06,California,8710000US0692346,0692346,"California - ZCTA5 92346, California","ZCTA5 92346, California",54923,17999,25.54,0.13,25.41,2161.4,708.3
0400000US06,06,California,8710000US0692347,0692347,"California - ZCTA5 92347, California","ZCTA5 92347, California",1692,790,146.96,0.37,146.60,11.5,5.4
0400000US06,06,California,8710000US0692352,0692352,"California - ZCTA5 92352, California","ZCTA5 92352, California",8004,8544,10.83,1.18,9.65,829.5,885.5
0400000US06,06,California,8710000US0692354,0692354,"California - ZCTA5 92354, California","ZCTA5 92354, California",21559,8594,4.88,0.00,4.88,4416.8,1760.6
0400000US06,06,California,8710000US0692356,0692356,"California - ZCTA5 92356, California","ZCTA5 92356, California",6455,3494,393.79,0.00,393.79,16.4,8.9
0400000US06,06,California,8710000US0692358,0692358,"California - ZCTA5 92358, California","ZCTA5 92358, California",707,457,19.78,0.00,19.78,35.7,23.1
0400000US06,06,California,8710000US0692359,0692359,"California - ZCTA5 92359, California","ZCTA5 92359, California",8103,3058,17.20,0.54,16.67,486.2,183.5
0400000US06,06,California,8710000US0692363,0692363,"California - ZCTA5 92363, California","ZCTA5 92363, California",5321,3976,208.99,10.81,198.18,26.8,20.1
0400000US06,06,California,8710000US0692364,0692364,"California - ZCTA5 92364, California","ZCTA5 92364, California",90,100,514.17,0.00,514.17,0.2,0.2
0400000US06,06,California,8710000US0692365,0692365,"California - ZCTA5 92365, California","ZCTA5 92365, California",2637,1393,173.59,0.97,172.62,15.3,8.1
0400000US06,06,California,8710000US0692368,0692368,"California - ZCTA5 92368, California","ZCTA5 92368, California",1113,474,28.37,0.45,27.92,39.9,17.0
0400000US06,06,California,8710000US0692371,0692371,"California - ZCTA5 92371, California","ZCTA5 92371, California",16763,6098,139.74,0.00,139.74,120.0,43.6
0400000US06,06,California,8710000US0692372,0692372,"California - ZCTA5 92372, California","ZCTA5 92372, California",6220,2571,27.88,0.00,27.88,223.1,92.2
0400000US06,06,California,8710000US0692373,0692373,"California - ZCTA5 92373, California","ZCTA5 92373, California",33423,14940,40.95,0.26,40.69,821.4,367.2
0400000US06,06,California,8710000US0692374,0692374,"California - ZCTA5 92374, California","ZCTA5 92374, California",40267,13867,18.73,0.00,18.72,2150.5,740.6
0400000US06,06,California,8710000US0692376,0692376,"California - ZCTA5 92376, California","ZCTA5 92376, California",81516,22370,13.64,0.13,13.52,6030.7,1655.0
0400000US06,06,California,8710000US0692377,0692377,"California - ZCTA5 92377, California","ZCTA5 92377, California",19989,5524,10.46,0.25,10.21,1957.6,541.0
0400000US06,06,California,8710000US0692378,0692378,"California - ZCTA5 92378, California","ZCTA5 92378, California",183,80,0.83,0.00,0.83,220.8,96.5
0400000US06,06,California,8710000US0692382,0692382,"California - ZCTA5 92382, California","ZCTA5 92382, California",5268,4037,15.08,0.01,15.08,349.4,267.8
0400000US06,06,California,8710000US0692384,0692384,"California - ZCTA5 92384, California","ZCTA5 92384, California",36,37,140.02,0.00,140.02,0.3,0.3
0400000US06,06,California,8710000US0692385,0692385,"California - ZCTA5 92385, California","ZCTA5 92385, California",313,328,8.41,0.00,8.41,37.2,39.0
0400000US06,06,California,8710000US0692386,0692386,"California - ZCTA5 92386, California","ZCTA5 92386, California",2270,3224,1.92,0.00,1.92,1183.9,1681.5
0400000US06,06,California,8710000US0692389,0692389,"California - ZCTA5 92389, California","ZCTA5 92389, California",156,162,137.79,0.07,137.72,1.1,1.2
0400000US06,06,California,8710000US0692391,0692391,"California - ZCTA5 92391, California","ZCTA5 92391, California",2534,1674,2.33,0.00,2.33,1085.5,717.1
0400000US06,06,California,8710000US0692392,0692392,"California - ZCTA5 92392, California","ZCTA5 92392, California",54858,17356,37.33,0.00,37.33,1469.7,465.0
0400000US06,06,California,8710000US0692394,0692394,"California - ZCTA5 92394, California","ZCTA5 92394, California",33237,9051,27.51,0.22,27.28,1218.2,331.7
0400000US06,06,California,8710000US0692395,0692395,"California - ZCTA5 92395, California","ZCTA5 92395, California",42400,15854,17.82,0.72,17.10,2479.3,927.0
0400000US06,06,California,8710000US0692397,0692397,"California - ZCTA5 92397, California","ZCTA5 92397, California",4894,2857,10.31,0.00,10.31,474.6,277.1
0400000US06,06,California,8710000US0692398,0692398,"California - ZCTA5 92398, California","ZCTA5 92398, California",1379,679,28.19,0.17,28.02,49.2,24.2
0400000US06,06,California,8710000US0692399,0692399,"California - ZCTA5 92399, California","ZCTA5 92399, California",52606,20048,53.04,0.01,53.03,992.0,378.1
0400000US06,06,California,8710000US0692401,0692401,"California - ZCTA5 92401, California","ZCTA5 92401, California",1932,748,0.86,0.00,0.86,2234.7,865.2
0400000US06,06,California,8710000US0692404,0692404,"California - ZCTA5 92404, California","ZCTA5 92404, California",58271,19384,28.58,0.01,28.57,2039.8,678.5
0400000US06,06,California,8710000US0692405,0692405,"California - ZCTA5 92405, California","ZCTA5 92405, California",28873,9604,4.72,0.00,4.72,6113.0,2033.4
0400000US06,06,California,8710000US0692407,0692407,"California - ZCTA5 92407, California","ZCTA5 92407, California",56689,16829,63.61,0.72,62.89,901.4,267.6
0400000US06,06,California,8710000US0692408,0692408,"California - ZCTA5 92408, California","ZCTA5 92408, California",15271,4324,10.79,0.17,10.62,1437.9,407.1
0400000US06,06,California,8710000US0692410,0692410,"California - ZCTA5 92410, California","ZCTA5 92410, California",49410,14224,8.24,0.02,8.22,6011.0,1730.4
0400000US06,06,California,8710000US0692411,0692411,"California - ZCTA5 92411, California","ZCTA5 92411, California",26214,7127,4.21,0.12,4.09,6406.6,1741.8
0400000US06,06,California,8710000US0692501,0692501,"California - ZCTA5 92501, California","ZCTA5 92501, California",20970,7287,5.97,0.27,5.70,3678.2,1278.1
0400000US06,06,California,8710000US0692503,0692503,"California - ZCTA5 92503, California","ZCTA5 92503, California",84519,24754,34.09,4.22,29.87,2829.6,828.7
0400000US06,06,California,8710000US0692504,0692504,"California - ZCTA5 92504, California","ZCTA5 92504, California",53778,17788,23.46,0.06,23.41,2297.7,760.0
0400000US06,06,California,8710000US0692505,0692505,"California - ZCTA5 92505, California","ZCTA5 92505, California",47672,14573,12.38,0.16,12.22,3899.7,1192.1
0400000US06,06,California,8710000US0692506,0692506,"California - ZCTA5 92506, California","ZCTA5 92506, California",44001,16248,16.20,0.00,16.20,2716.2,1003.0
0400000US06,06,California,8710000US0692507,0692507,"California - ZCTA5 92507, California","ZCTA5 92507, California",58002,19834,20.22,0.01,20.21,2870.3,981.5
0400000US06,06,California,8710000US0692508,0692508,"California - ZCTA5 92508, California","ZCTA5 92508, California",35000,10351,10.73,0.00,10.73,3261.5,964.6
0400000US06,06,California,8710000US0692509,0692509,"California - ZCTA5 92509, California","ZCTA5 92509, California",75196,20512,31.60,0.50,31.09,2418.5,659.7
0400000US06,06,California,8710000US0692518,0692518,"California - ZCTA5 92518, California","ZCTA5 92518, California",1162,717,11.91,0.00,11.91,97.6,60.2
0400000US06,06,California,8710000US0692530,0692530,"California - ZCTA5 92530, California","ZCTA5 92530, California",50216,16205,59.42,5.54,53.88,932.0,300.8
0400000US06,06,California,8710000US0692532,0692532,"California - ZCTA5 92532, California","ZCTA5 92532, California",18644,6049,18.08,0.00,18.08,1031.1,334.5
0400000US06,06,California,8710000US0692536,0692536,"California - ZCTA5 92536, California","ZCTA5 92536, California",3810,2296,125.25,0.49,124.76,30.5,18.4
0400000US06,06,California,8710000US0692539,0692539,"California - ZCTA5 92539, California","ZCTA5 92539, California",4734,2442,131.42,0.09,131.33,36.0,18.6
0400000US06,06,California,8710000US0692543,0692543,"California - ZCTA5 92543, California","ZCTA5 92543, California",33555,14994,17.67,0.00,17.67,1899.3,848.7
0400000US06,06,California,8710000US0692544,0692544,"California - ZCTA5 92544, California","ZCTA5 92544, California",44734,17221,135.93,0.23,135.70,329.7,126.9
0400000US06,06,California,8710000US0692545,0692545,"California - ZCTA5 92545, California","ZCTA5 92545, California",39457,17984,32.13,0.00,32.13,1228.1,559.7
0400000US06,06,California,8710000US0692548,0692548,"California - ZCTA5 92548, California","ZCTA5 92548, California",6643,2518,9.83,0.00,9.83,675.9,256.2
0400000US06,06,California,8710000US0692549,0692549,"California - ZCTA5 92549, California","ZCTA5 92549, California",3926,4157,27.50,0.01,27.49,142.8,151.2
0400000US06,06,California,8710000US0692551,0692551,"California - ZCTA5 92551, California","ZCTA5 92551, California",30815,8114,5.97,0.10,5.87,5247.2,1381.7
0400000US06,06,California,8710000US0692553,0692553,"California - ZCTA5 92553, California","ZCTA5 92553, California",73722,20376,10.13,0.00,10.13,7277.0,2011.3
0400000US06,06,California,8710000US0692555,0692555,"California - ZCTA5 92555, California","ZCTA5 92555, California",39076,11763,83.81,3.12,80.68,484.3,145.8
0400000US06,06,California,8710000US0692557,0692557,"California - ZCTA5 92557, California","ZCTA5 92557, California",50320,15510,18.86,0.05,18.80,2676.0,824.8
0400000US06,06,California,8710000US0692561,0692561,"California - ZCTA5 92561, California","ZCTA5 92561, California",1661,1275,158.72,0.54,158.18,10.5,8.1
0400000US06,06,California,8710000US0692562,0692562,"California - ZCTA5 92562, California","ZCTA5 92562, California",62079,22069,109.42,0.03,109.39,567.5,201.7
0400000US06,06,California,8710000US0692563,0692563,"California - ZCTA5 92563, California","ZCTA5 92563, California",53892,17192,20.35,0.01,20.34,2649.7,845.3
0400000US06,06,California,8710000US0692567,0692567,"California - ZCTA5 92567, California","ZCTA5 92567, California",9459,2920,29.65,0.15,29.49,320.7,99.0
0400000US06,06,California,8710000US0692570,0692570,"California - ZCTA5 92570, California","ZCTA5 92570, California",53697,14903,97.35,0.04,97.31,551.8,153.2
0400000US06,06,California,8710000US0692571,0692571,"California - ZCTA5 92571, California","ZCTA5 92571, California",52516,13526,22.84,0.28,22.56,2328.0,599.6
0400000US06,06,California,8710000US0692582,0692582,"California - ZCTA5 92582, California","ZCTA5 92582, California",15649,4661,18.80,0.30,18.50,845.8,251.9
0400000US06,06,California,8710000US0692583,0692583,"California - ZCTA5 92583, California","ZCTA5 92583, California",30236,11044,29.05,0.60,28.45,1062.8,388.2
0400000US06,06,California,8710000US0692584,0692584,"California - ZCTA5 92584, California","ZCTA5 92584, California",43400,14553,29.94,0.14,29.80,1456.6,488.4
0400000US06,06,California,8710000US0692585,0692585,"California - ZCTA5 92585, California","ZCTA5 92585, California",17797,5944,20.30,0.00,20.30,876.6,292.8
0400000US06,06,California,8710000US0692586,0692586,"California - ZCTA5 92586, California","ZCTA5 92586, California",19815,10638,7.06,0.00,7.06,2805.8,1506.4
0400000US06,06,California,8710000US0692587,0692587,"California - ZCTA5 92587, California","ZCTA5 92587, California",16675,6499,8.65,0.74,7.90,2110.0,822.4
0400000US06,06,California,8710000US0692590,0692590,"California - ZCTA5 92590, California","ZCTA5 92590, California",3660,1464,53.48,0.03,53.45,68.5,27.4
0400000US06,06,California,8710000US0692591,0692591,"California - ZCTA5 92591, California","ZCTA5 92591, California",38272,13631,16.47,0.00,16.47,2323.5,827.5
0400000US06,06,California,8710000US0692592,0692592,"California - ZCTA5 92592, California","ZCTA5 92592, California",72492,24146,98.50,1.27,97.23,745.6,248.3
0400000US06,06,California,8710000US0692595,0692595,"California - ZCTA5 92595, California","ZCTA5 92595, California",29851,10020,21.06,0.00,21.06,1417.6,475.9
0400000US06,06,California,8710000US0692596,0692596,"California - ZCTA5 92596, California","ZCTA5 92596, California",23172,7131,61.21,0.03,61.18,378.8,116.6
0400000US06,06,California,8710000US0692602,0692602,"California - ZCTA5 92602, California","ZCTA5 92602, California",22871,8764,10.50,0.06,10.44,2190.1,839.2
0400000US06,06,California,8710000US0692603,0692603,"California - ZCTA5 92603, California","ZCTA5 92603, California",20184,7937,13.27,0.02,13.25,1523.0,598.9
0400000US06,06,California,8710000US0692604,0692604,"California - ZCTA5 92604, California","ZCTA5 92604, California",26853,10094,3.43,0.05,3.37,7959.8,2992.1
0400000US06,06,California,8710000US0692606,0692606,"California - ZCTA5 92606, California","ZCTA5 92606, California",21495,8021,4.86,0.01,4.85,4433.7,1654.5
0400000US06,06,California,8710000US0692610,0692610,"California - ZCTA5 92610, California","ZCTA5 92610, California",11248,3882,9.80,0.00,9.80,1147.3,396.0
0400000US06,06,California,8710000US0692612,0692612,"California - ZCTA5 92612, California","ZCTA5 92612, California",27522,13044,6.21,0.13,6.08,4526.3,2145.2
0400000US06,06,California,8710000US0692614,0692614,"California - ZCTA5 92614, California","ZCTA5 92614, California",24748,9973,4.47,0.05,4.42,5598.8,2256.2
0400000US06,06,California,8710000US0692617,0692617,"California - ZCTA5 92617, California","ZCTA5 92617, California",14044,3713,2.40,0.00,2.40,5841.4,1544.4
0400000US06,06,California,8710000US0692618,0692618,"California - ZCTA5 92618, California","ZCTA5 92618, California",16366,8077,21.21,0.04,21.17,773.1,381.6
0400000US06,06,California,8710000US0692620,0692620,"California - ZCTA5 92620, California","ZCTA5 92620, California",38486,14293,7.08,0.04,7.04,5466.3,2030.1
0400000US06,06,California,8710000US0692624,0692624,"California - ZCTA5 92624, California","ZCTA5 92624, California",7248,3243,2.59,1.21,1.37,5277.1,2361.2
0400000US06,06,California,8710000US0692625,0692625,"California - ZCTA5 92625, California","ZCTA5 92625, California",12478,6722,2.89,0.33,2.55,4887.6,2633.0
0400000US06,06,California,8710000US0692626,0692626,"California - ZCTA5 92626, California","ZCTA5 92626, California",49341,19641,9.72,0.09,9.62,5127.6,2041.1
0400000US06,06,California,8710000US0692627,0692627,"California - ZCTA5 92627, California","ZCTA5 92627, California",61510,22839,6.39,0.04,6.35,9688.2,3597.3
0400000US06,06,California,8710000US0692629,0692629,"California - ZCTA5 92629, California","ZCTA5 92629, California",25756,12521,6.20,1.11,5.09,5056.4,2458.1
0400000US06,06,California,8710000US0692630,0692630,"California - ZCTA5 92630, California","ZCTA5 92630, California",59182,20785,9.61,0.09,9.52,6213.8,2182.3
0400000US06,06,California,8710000US0692637,0692637,"California - ZCTA5 92637, California","ZCTA5 92637, California",16012,12851,3.52,0.01,3.50,4569.6,3667.5
0400000US06,06,California,8710000US0692646,0692646,"California - ZCTA5 92646, California","ZCTA5 92646, California",55224,21947,8.84,0.80,8.05,6863.4,2727.6
0400000US06,06,California,8710000US0692647,0692647,"California - ZCTA5 92647, California","ZCTA5 92647, California",57245,20625,7.77,0.02,7.75,7387.2,2661.5
0400000US06,06,California,8710000US0692648,0692648,"California - ZCTA5 92648, California","ZCTA5 92648, California",45317,20863,10.03,2.00,8.03,5645.2,2598.9
0400000US06,06,California,8710000US0692649,0692649,"California - ZCTA5 92649, California","ZCTA5 92649, California",32463,14697,8.79,1.14,7.65,4243.9,1921.4
0400000US06,06,California,8710000US0692651,0692651,"California - ZCTA5 92651, California","ZCTA5 92651, California",23881,13462,22.25,2.78,19.46,1227.0,691.7
0400000US06,06,California,8710000US0692653,0692653,"California - ZCTA5 92653, California","ZCTA5 92653, California",29291,10362,6.72,0.02,6.70,4374.1,1547.4
0400000US06,06,California,8710000US0692655,0692655,"California - ZCTA5 92655, California","ZCTA5 92655, California",8337,2477,0.63,0.00,0.63,13219.7,3927.7
0400000US06,06,California,8710000US0692656,0692656,"California - ZCTA5 92656, California","ZCTA5 92656, California",49046,19711,8.23,0.00,8.23,5960.9,2395.6
0400000US06,06,California,8710000US0692657,0692657,"California - ZCTA5 92657, California","ZCTA5 92657, California",9741,4159,8.06,0.68,7.37,1321.3,564.2
0400000US06,06,California,8710000US0692660,0692660,"California - ZCTA5 92660, California","ZCTA5 92660, California",34797,16354,10.84,1.09,9.76,3566.1,1676.0
0400000US06,06,California,8710000US0692661,0692661,"California - ZCTA5 92661, California","ZCTA5 92661, California",3744,2609,1.91,1.26,0.65,5748.9,4006.1
0400000US06,06,California,8710000US0692662,0692662,"California - ZCTA5 92662, California","ZCTA5 92662, California",2756,2111,0.41,0.20,0.21,13233.1,10136.1
0400000US06,06,California,8710000US0692663,0692663,"California - ZCTA5 92663, California","ZCTA5 92663, California",21649,12233,4.59,1.29,3.30,6557.0,3705.1
0400000US06,06,California,8710000US0692672,0692672,"California - ZCTA5 92672, California","ZCTA5 92672, California",34464,15708,8.86,0.90,7.96,4329.9,1973.5
0400000US06,06,California,8710000US0692673,0692673,"California - ZCTA5 92673, California","ZCTA5 92673, California",29309,10246,11.69,0.01,11.68,2509.2,877.2
0400000US06,06,California,8710000US0692675,0692675,"California - ZCTA5 92675, California","ZCTA5 92675, California",34731,12005,34.83,0.38,34.45,1008.0,348.4
0400000US06,06,California,8710000US0692676,0692676,"California - ZCTA5 92676, California","ZCTA5 92676, California",1945,861,67.07,0.73,66.34,29.3,13.0
0400000US06,06,California,8710000US0692677,0692677,"California - ZCTA5 92677, California","ZCTA5 92677, California",63297,25554,16.75,0.05,16.70,3790.8,1530.4
0400000US06,06,California,8710000US0692678,0692678,"California - ZCTA5 92678, California","ZCTA5 92678, California",494,244,15.08,0.00,15.07,32.8,16.2
0400000US06,06,California,8710000US0692679,0692679,"California - ZCTA5 92679, California","ZCTA5 92679, California",32611,10751,22.64,0.02,22.62,1442.0,475.4
0400000US06,06,California,8710000US0692683,0692683,"California - ZCTA5 92683, California","ZCTA5 92683, California",89747,27713,10.00,0.00,10.00,8975.4,2771.5
0400000US06,06,California,8710000US0692688,0692688,"California - ZCTA5 92688, California","ZCTA5 92688, California",43792,16120,10.94,0.04,10.90,4018.3,1479.2
0400000US06,06,California,8710000US0692691,0692691,"California - ZCTA5 92691, California","ZCTA5 92691, California",47582,16702,8.85,0.05,8.80,5404.4,1897.0
0400000US06,06,California,8710000US0692692,0692692,"California - ZCTA5 92692, California","ZCTA5 92692, California",47222,18109,10.18,0.33,9.85,4793.0,1838.1
0400000US06,06,California,8710000US0692694,0692694,"California - ZCTA5 92694, California","ZCTA5 92694, California",21944,6933,9.50,0.00,9.50,2310.9,730.1
0400000US06,06,California,8710000US0692701,0692701,"California - ZCTA5 92701, California","ZCTA5 92701, California",53908,13175,3.27,0.00,3.27,16485.9,4029.1
0400000US06,06,California,8710000US0692703,0692703,"California - ZCTA5 92703, California","ZCTA5 92703, California",65445,13177,4.13,0.05,4.08,16036.3,3228.8
0400000US06,06,California,8710000US0692704,0692704,"California - ZCTA5 92704, California","ZCTA5 92704, California",88123,20468,7.54,0.14,7.39,11918.5,2768.3
0400000US06,06,California,8710000US0692705,0692705,"California - ZCTA5 92705, California","ZCTA5 92705, California",44706,15095,11.56,0.00,11.56,3868.5,1306.2
0400000US06,06,California,8710000US0692706,0692706,"California - ZCTA5 92706, California","ZCTA5 92706, California",36457,9687,3.53,0.12,3.41,10697.9,2842.5
0400000US06,06,California,8710000US0692707,0692707,"California - ZCTA5 92707, California","ZCTA5 92707, California",59492,13564,5.03,0.01,5.03,11832.0,2697.7
0400000US06,06,California,8710000US0692708,0692708,"California - ZCTA5 92708, California","ZCTA5 92708, California",56004,19391,9.15,0.09,9.06,6180.7,2140.0
0400000US06,06,California,8710000US0692780,0692780,"California - ZCTA5 92780, California","ZCTA5 92780, California",57741,19516,6.99,0.00,6.99,8258.2,2791.2
0400000US06,06,California,8710000US0692782,0692782,"California - ZCTA5 92782, California","ZCTA5 92782, California",23032,8881,3.36,0.00,3.36,6848.5,2640.7
0400000US06,06,California,8710000US0692801,0692801,"California - ZCTA5 92801, California","ZCTA5 92801, California",62068,18604,6.30,0.02,6.29,9871.6,2958.9
0400000US06,06,California,8710000US0692802,0692802,"California - ZCTA5 92802, California","ZCTA5 92802, California",42709,12321,4.55,0.00,4.55,9396.6,2710.8
0400000US06,06,California,8710000US0692804,0692804,"California - ZCTA5 92804, California","ZCTA5 92804, California",85914,25717,7.00,0.00,7.00,12264.8,3671.3
0400000US06,06,California,8710000US0692805,0692805,"California - ZCTA5 92805, California","ZCTA5 92805, California",70401,18804,6.32,0.02,6.30,11167.3,2982.8
0400000US06,06,California,8710000US0692806,0692806,"California - ZCTA5 92806, California","ZCTA5 92806, California",37173,12844,8.07,0.34,7.73,4810.4,1662.1
0400000US06,06,California,8710000US0692807,0692807,"California - ZCTA5 92807, California","ZCTA5 92807, California",36171,12893,11.34,0.63,10.71,3375.9,1203.3
0400000US06,06,California,8710000US0692808,0692808,"California - ZCTA5 92808, California","ZCTA5 92808, California",20039,7538,5.08,0.00,5.08,3942.9,1483.2
0400000US06,06,California,8710000US0692821,0692821,"California - ZCTA5 92821, California","ZCTA5 92821, California",35533,13551,10.56,0.02,10.54,3371.5,1285.8
0400000US06,06,California,8710000US0692823,0692823,"California - ZCTA5 92823, California","ZCTA5 92823, California",3613,1182,10.88,0.01,10.87,332.4,108.7
0400000US06,06,California,8710000US0692831,0692831,"California - ZCTA5 92831, California","ZCTA5 92831, California",34204,13409,5.98,0.00,5.98,5724.2,2244.0
0400000US06,06,California,8710000US0692832,0692832,"California - ZCTA5 92832, California","ZCTA5 92832, California",24752,8460,2.81,0.00,2.81,8796.0,3006.4
0400000US06,06,California,8710000US0692833,0692833,"California - ZCTA5 92833, California","ZCTA5 92833, California",51767,16562,7.30,0.00,7.30,7086.6,2267.2
0400000US06,06,California,8710000US0692835,0692835,"California - ZCTA5 92835, California","ZCTA5 92835, California",24010,9140,6.04,0.01,6.03,3984.6,1516.8
0400000US06,06,California,8710000US0692840,0692840,"California - ZCTA5 92840, California","ZCTA5 92840, California",54083,15338,5.22,0.02,5.20,10396.5,2948.5
0400000US06,06,California,8710000US0692841,0692841,"California - ZCTA5 92841, California","ZCTA5 92841, California",32845,9451,4.48,0.00,4.48,7329.5,2109.0
0400000US06,06,California,8710000US0692843,0692843,"California - ZCTA5 92843, California","ZCTA5 92843, California",45214,11265,3.91,0.00,3.91,11574.3,2883.7
0400000US06,06,California,8710000US0692844,0692844,"California - ZCTA5 92844, California","ZCTA5 92844, California",24307,6749,2.13,0.00,2.13,11433.2,3174.5
0400000US06,06,California,8710000US0692845,0692845,"California - ZCTA5 92845, California","ZCTA5 92845, California",16333,5751,2.19,0.00,2.19,7463.0,2627.8
0400000US06,06,California,8710000US0692860,0692860,"California - ZCTA5 92860, California","ZCTA5 92860, California",27198,7360,14.29,0.31,13.98,1945.5,526.5
0400000US06,06,California,8710000US0692861,0692861,"California - ZCTA5 92861, California","ZCTA5 92861, California",5781,2006,2.13,0.00,2.13,2718.9,943.5
0400000US06,06,California,8710000US0692865,0692865,"California - ZCTA5 92865, California","ZCTA5 92865, California",19704,6659,3.81,0.15,3.66,5383.6,1819.4
0400000US06,06,California,8710000US0692866,0692866,"California - ZCTA5 92866, California","ZCTA5 92866, California",14885,6048,1.93,0.00,1.93,7705.2,3130.7
0400000US06,06,California,8710000US0692867,0692867,"California - ZCTA5 92867, California","ZCTA5 92867, California",44515,13628,7.99,0.05,7.94,5607.6,1716.7
0400000US06,06,California,8710000US0692868,0692868,"California - ZCTA5 92868, California","ZCTA5 92868, California",25404,8125,3.33,0.10,3.23,7857.2,2513.0
