,,,,,,,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,Population,Housing units,Area in square miles,Area in square miles,Area in square miles,Density per square mile of land area,Density per square mile of land area
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,,,Total area,Water area,Land area,Population,Housing units
0400000US06,06,California,8710000US0695423,0695423,"California - ZCTA5 95423, California","ZCTA5 95423, California",3747,2680,104.69,1.85,102.84,36.4,26.1
0400000US06,06,California,8710000US0695425,0695425,"California - ZCTA5 95425, California","ZCTA5 95425, California",10841,4544,211.61,5.90,205.71,52.7,22.1
0400000US06,06,California,8710000US0695426,0695426,"California - ZCTA5 95426, California","ZCTA5 95426, California",2147,1315,20.29,0.01,20.28,105.9,64.8
0400000US06,06,California,8710000US0695427,0695427,"California - ZCTA5 95427, California","ZCTA5 95427, California",459,243,69.66,0.00,69.66,6.6,3.5
0400000US06,06,California,8710000US0695428,0695428,"California - ZCTA5 95428, California","ZCTA5 95428, California",2516,1160,225.85,0.67,225.19,11.2,5.2
0400000US06,06,California,8710000US0695429,0695429,"California - ZCTA5 95429, California","ZCTA5 95429, California",70,60,40.12,0.16,39.97,1.8,1.5
0400000US06,06,California,8710000US0695430,0695430,"California - ZCTA5 95430, California","ZCTA5 95430, California",44,32,0.24,0.00,0.24,185.2,134.7
0400000US06,06,California,8710000US0695431,0695431,"California - ZCTA5 95431, California","ZCTA5 95431, California",631,0,0.08,0.00,0.08,8310.9,0.0
0400000US06,06,California,8710000US0695432,0695432,"California - ZCTA5 95432, California","ZCTA5 95432, California",426,312,73.39,0.47,72.92,5.8,4.3
0400000US06,06,California,8710000US0695435,0695435,"California - ZCTA5 95435, California","ZCTA5 95435, California",82,26,0.15,0.00,0.15,531.6,168.5
0400000US06,06,California,8710000US0695436,0695436,"California - ZCTA5 95436, California","ZCTA5 95436, California",5418,2995,23.31,0.33,22.98,235.8,130.3
0400000US06,06,California,8710000US0695437,0695437,"California - ZCTA5 95437, California","ZCTA5 95437, California",14799,7082,101.74,3.97,97.77,151.4,72.4
0400000US06,06,California,8710000US0695439,0695439,"California - ZCTA5 95439, California","ZCTA5 95439, California",675,263,2.74,0.00,2.74,246.5,96.0
0400000US06,06,California,8710000US0695441,0695441,"California - ZCTA5 95441, California","ZCTA5 95441, California",2014,847,103.72,1.82,101.91,19.8,8.3
0400000US06,06,California,8710000US0695442,0695442,"California - ZCTA5 95442, California","ZCTA5 95442, California",3178,1750,24.47,0.06,24.41,130.2,71.7
0400000US06,06,California,8710000US0695443,0695443,"California - ZCTA5 95443, California","ZCTA5 95443, California",233,222,4.19,0.01,4.19,55.7,53.0
0400000US06,06,California,8710000US0695444,0695444,"California - ZCTA5 95444, California","ZCTA5 95444, California",748,288,0.27,0.00,0.27,2764.0,1064.2
0400000US06,06,California,8710000US0695445,0695445,"California - ZCTA5 95445, California","ZCTA5 95445, California",2093,1421,88.39,2.84,85.54,24.5,16.6
0400000US06,06,California,8710000US0695446,0695446,"California - ZCTA5 95446, California","ZCTA5 95446, California",4750,3565,33.09,0.17,32.92,144.3,108.3
0400000US06,06,California,8710000US0695448,0695448,"California - ZCTA5 95448, California","ZCTA5 95448, California",16852,7753,189.06,0.56,188.50,89.4,41.1
0400000US06,06,California,8710000US0695449,0695449,"California - ZCTA5 95449, California","ZCTA5 95449, California",1507,606,130.96,0.37,130.59,11.5,4.6
0400000US06,06,California,8710000US0695450,0695450,"California - ZCTA5 95450, California","ZCTA5 95450, California",387,366,27.72,0.27,27.45,14.1,13.3
0400000US06,06,California,8710000US0695451,0695451,"California - ZCTA5 95451, California","ZCTA5 95451, California",11213,5911,101.57,5.40,96.18,116.6,61.5
0400000US06,06,California,8710000US0695452,0695452,"California - ZCTA5 95452, California","ZCTA5 95452, California",1393,760,14.37,0.00,14.37,96.9,52.9
0400000US06,06,California,8710000US0695453,0695453,"California - ZCTA5 95453, California","ZCTA5 95453, California",11256,5533,84.12,0.40,83.72,134.4,66.1
0400000US06,06,California,8710000US0695454,0695454,"California - ZCTA5 95454, California","ZCTA5 95454, California",2556,1331,267.40,0.37,267.02,9.6,5.0
0400000US06,06,California,8710000US0695456,0695456,"California - ZCTA5 95456, California","ZCTA5 95456, California",795,605,10.89,0.82,10.08,78.9,60.0
0400000US06,06,California,8710000US0695457,0695457,"California - ZCTA5 95457, California","ZCTA5 95457, California",2893,1712,152.63,4.22,148.41,19.5,11.5
0400000US06,06,California,8710000US0695458,0695458,"California - ZCTA5 95458, California","ZCTA5 95458, California",3104,1904,49.00,0.02,48.97,63.4,38.9
0400000US06,06,California,8710000US0695459,0695459,"California - ZCTA5 95459, California","ZCTA5 95459, California",504,421,69.82,2.75,67.07,7.5,6.3
0400000US06,06,California,8710000US0695460,0695460,"California - ZCTA5 95460, California","ZCTA5 95460, California",2285,1555,29.71,2.40,27.31,83.7,56.9
0400000US06,06,California,8710000US0695461,0695461,"California - ZCTA5 95461, California","ZCTA5 95461, California",3413,1886,125.94,0.71,125.22,27.3,15.1
0400000US06,06,California,8710000US0695462,0695462,"California - ZCTA5 95462, California","ZCTA5 95462, California",1417,1135,6.13,0.26,5.87,241.2,193.2
0400000US06,06,California,8710000US0695463,0695463,"California - ZCTA5 95463, California","ZCTA5 95463, California",169,134,11.28,0.00,11.28,15.0,11.9
0400000US06,06,California,8710000US0695464,0695464,"California - ZCTA5 95464, California","ZCTA5 95464, California",2673,1582,3.33,0.00,3.33,803.8,475.7
0400000US06,06,California,8710000US0695465,0695465,"California - ZCTA5 95465, California","ZCTA5 95465, California",2083,1314,42.27,0.56,41.71,49.9,31.5
0400000US06,06,California,8710000US0695466,0695466,"California - ZCTA5 95466, California","ZCTA5 95466, California",946,461,94.08,0.04,94.04,10.1,4.9
0400000US06,06,California,8710000US0695467,0695467,"California - ZCTA5 95467, California","ZCTA5 95467, California",5498,2565,9.97,0.15,9.81,560.2,261.3
0400000US06,06,California,8710000US0695468,0695468,"California - ZCTA5 95468, California","ZCTA5 95468, California",1258,703,68.14,2.95,65.19,19.3,10.8
0400000US06,06,California,8710000US0695469,0695469,"California - ZCTA5 95469, California","ZCTA5 95469, California",1767,1014,177.99,3.32,174.68,10.1,5.8
0400000US06,06,California,8710000US0695470,0695470,"California - ZCTA5 95470, California","ZCTA5 95470, California",6032,2391,82.76,0.24,82.52,73.1,29.0
0400000US06,06,California,8710000US0695471,0695471,"California - ZCTA5 95471, California","ZCTA5 95471, California",522,434,1.44,0.00,1.44,362.0,301.0
0400000US06,06,California,8710000US0695472,0695472,"California - ZCTA5 95472, California","ZCTA5 95472, California",28255,13187,69.18,0.04,69.14,408.7,190.7
0400000US06,06,California,8710000US0695476,0695476,"California - ZCTA5 95476, California","ZCTA5 95476, California",35394,16559,112.81,0.82,111.99,316.1,147.9
0400000US06,06,California,8710000US0695482,0695482,"California - ZCTA5 95482, California","ZCTA5 95482, California",31808,12571,314.08,3.21,310.88,102.3,40.4
0400000US06,06,California,8710000US0695485,0695485,"California - ZCTA5 95485, California","ZCTA5 95485, California",2557,1265,105.92,0.99,104.93,24.4,12.1
0400000US06,06,California,8710000US0695486,0695486,"California - ZCTA5 95486, California","ZCTA5 95486, California",62,67,0.02,0.00,0.02,3201.1,3459.3
0400000US06,06,California,8710000US0695488,0695488,"California - ZCTA5 95488, California","ZCTA5 95488, California",280,219,92.34,3.62,88.72,3.2,2.5
0400000US06,06,California,8710000US0695490,0695490,"California - ZCTA5 95490, California","ZCTA5 95490, California",13264,6012,393.05,0.87,392.18,33.8,15.3
0400000US06,06,California,8710000US0695492,0695492,"California - ZCTA5 95492, California","ZCTA5 95492, California",28532,10192,19.04,0.02,19.03,1499.5,535.6
0400000US06,06,California,8710000US0695493,0695493,"California - ZCTA5 95493, California","ZCTA5 95493, California",198,104,4.55,0.02,4.53,43.7,23.0
0400000US06,06,California,8710000US0695494,0695494,"California - ZCTA5 95494, California","ZCTA5 95494, California",139,77,102.94,0.00,102.94,1.4,0.7
0400000US06,06,California,8710000US0695497,0695497,"California - ZCTA5 95497, California","ZCTA5 95497, California",1305,1818,16.24,0.09,16.16,80.8,112.5
0400000US06,06,California,8710000US0695501,0695501,"California - ZCTA5 95501, California","ZCTA5 95501, California",23976,10574,8.76,1.71,7.05,3402.8,1500.7
0400000US06,06,California,8710000US0695503,0695503,"California - ZCTA5 95503, California","ZCTA5 95503, California",24152,10555,89.65,3.20,86.45,279.4,122.1
0400000US06,06,California,8710000US0695511,0695511,"California - ZCTA5 95511, California","ZCTA5 95511, California",360,206,58.46,0.07,58.39,6.2,3.5
0400000US06,06,California,8710000US0695514,0695514,"California - ZCTA5 95514, California","ZCTA5 95514, California",254,136,86.91,0.22,86.70,2.9,1.6
0400000US06,06,California,8710000US0695519,0695519,"California - ZCTA5 95519, California","ZCTA5 95519, California",17432,7585,58.24,1.44,56.80,306.9,133.5
0400000US06,06,California,8710000US0695521,0695521,"California - ZCTA5 95521, California","ZCTA5 95521, California",20199,9068,71.21,17.71,53.50,377.5,169.5
0400000US06,06,California,8710000US0695524,0695524,"California - ZCTA5 95524, California","ZCTA5 95524, California",1787,813,10.43,0.01,10.42,171.5,78.0
0400000US06,06,California,8710000US0695525,0695525,"California - ZCTA5 95525, California","ZCTA5 95525, California",1733,830,83.55,0.15,83.40,20.8,10.0
0400000US06,06,California,8710000US0695526,0695526,"California - ZCTA5 95526, California","ZCTA5 95526, California",378,301,110.26,0.18,110.08,3.4,2.7
0400000US06,06,California,8710000US0695527,0695527,"California - ZCTA5 95527, California","ZCTA5 95527, California",627,455,137.61,0.00,137.61,4.6,3.3
0400000US06,06,California,8710000US0695528,0695528,"California - ZCTA5 95528, California","ZCTA5 95528, California",1139,546,102.74,0.16,102.59,11.1,5.3
0400000US06,06,California,8710000US0695531,0695531,"California - ZCTA5 95531, California","ZCTA5 95531, California",24528,9176,224.91,29.74,195.17,125.7,47.0
0400000US06,06,California,8710000US0695536,0695536,"California - ZCTA5 95536, California","ZCTA5 95536, California",2849,1397,148.43,1.24,147.19,19.4,9.5
0400000US06,06,California,8710000US0695537,0695537,"California - ZCTA5 95537, California","ZCTA5 95537, California",276,143,0.18,0.00,0.18,1548.4,802.3
0400000US06,06,California,8710000US0695540,0695540,"California - ZCTA5 95540, California","ZCTA5 95540, California",13657,5722,28.25,0.48,27.77,491.8,206.1
0400000US06,06,California,8710000US0695542,0695542,"California - ZCTA5 95542, California","ZCTA5 95542, California",2533,1390,197.84,0.25,197.59,12.8,7.0
0400000US06,06,California,8710000US0695543,0695543,"California - ZCTA5 95543, California","ZCTA5 95543, California",765,425,102.22,0.25,101.97,7.5,4.2
0400000US06,06,California,8710000US0695545,0695545,"California - ZCTA5 95545, California","ZCTA5 95545, California",153,100,47.95,0.00,47.95,3.2,2.1
0400000US06,06,California,8710000US0695546,0695546,"California - ZCTA5 95546, California","ZCTA5 95546, California",3494,1417,138.01,1.50,136.50,25.6,10.4
0400000US06,06,California,8710000US0695547,0695547,"California - ZCTA5 95547, California","ZCTA5 95547, California",1222,506,7.54,0.00,7.54,162.0,67.1
0400000US06,06,California,8710000US0695548,0695548,"California - ZCTA5 95548, California","ZCTA5 95548, California",1373,647,94.58,7.24,87.34,15.7,7.4
0400000US06,06,California,8710000US0695549,0695549,"California - ZCTA5 95549, California","ZCTA5 95549, California",805,382,112.41,0.07,112.34,7.2,3.4
0400000US06,06,California,8710000US0695550,0695550,"California - ZCTA5 95550, California","ZCTA5 95550, California",128,73,135.13,0.19,134.93,0.9,0.5
0400000US06,06,California,8710000US0695551,0695551,"California - ZCTA5 95551, California","ZCTA5 95551, California",1739,732,52.90,10.33,42.57,40.9,17.2
0400000US06,06,California,8710000US0695552,0695552,"California - ZCTA5 95552, California","ZCTA5 95552, California",697,749,541.42,1.70,539.72,1.3,1.4
0400000US06,06,California,8710000US0695553,0695553,"California - ZCTA5 95553, California","ZCTA5 95553, California",1062,612,59.34,0.06,59.27,17.9,10.3
0400000US06,06,California,8710000US0695554,0695554,"California - ZCTA5 95554, California","ZCTA5 95554, California",533,336,50.39,0.19,50.20,10.6,6.7
0400000US06,06,California,8710000US0695555,0695555,"California - ZCTA5 95555, California","ZCTA5 95555, California",410,238,86.46,0.53,85.93,4.8,2.8
0400000US06,06,California,8710000US0695556,0695556,"California - ZCTA5 95556, California","ZCTA5 95556, California",605,353,137.69,0.70,136.99,4.4,2.6
0400000US06,06,California,8710000US0695558,0695558,"California - ZCTA5 95558, California","ZCTA5 95558, California",425,360,201.21,0.29,200.91,2.1,1.8
0400000US06,06,California,8710000US0695559,0695559,"California - ZCTA5 95559, California","ZCTA5 95559, California",182,110,18.09,0.04,18.05,10.1,6.1
0400000US06,06,California,8710000US0695560,0695560,"California - ZCTA5 95560, California","ZCTA5 95560, California",1648,867,33.37,0.06,33.31,49.5,26.0
0400000US06,06,California,8710000US0695562,0695562,"California - ZCTA5 95562, California","ZCTA5 95562, California",3450,1486,24.87,0.27,24.59,140.3,60.4
0400000US06,06,California,8710000US0695563,0695563,"California - ZCTA5 95563, California","ZCTA5 95563, California",652,395,60.28,0.07,60.22,10.8,6.6
0400000US06,06,California,8710000US0695564,0695564,"California - ZCTA5 95564, California","ZCTA5 95564, California",462,192,4.81,1.49,3.32,139.3,57.9
0400000US06,06,California,8710000US0695565,0695565,"California - ZCTA5 95565, California","ZCTA5 95565, California",1071,394,33.92,0.65,33.26,32.2,11.8
0400000US06,06,California,8710000US0695567,0695567,"California - ZCTA5 95567, California","ZCTA5 95567, California",1930,927,66.53,3.98,62.55,30.9,14.8
0400000US06,06,California,8710000US0695568,0695568,"California - ZCTA5 95568, California","ZCTA5 95568, California",136,102,82.41,1.15,81.25,1.7,1.3
0400000US06,06,California,8710000US0695569,0695569,"California - ZCTA5 95569, California","ZCTA5 95569, California",361,154,62.54,0.69,61.85,5.8,2.5
0400000US06,06,California,8710000US0695570,0695570,"California - ZCTA5 95570, California","ZCTA5 95570, California",2579,1571,36.86,13.15,23.71,108.8,66.3
0400000US06,06,California,8710000US0695571,0695571,"California - ZCTA5 95571, California","ZCTA5 95571, California",271,137,0.77,0.02,0.76,358.6,181.3
0400000US06,06,California,8710000US0695573,0695573,"California - ZCTA5 95573, California","ZCTA5 95573, California",1744,1136,120.65,0.37,120.28,14.5,9.4
0400000US06,06,California,8710000US0695585,0695585,"California - ZCTA5 95585, California","ZCTA5 95585, California",508,300,54.51,0.00,54.51,9.3,5.5
0400000US06,06,California,8710000US0695587,0695587,"California - ZCTA5 95587, California","ZCTA5 95587, California",201,119,13.00,0.00,13.00,15.5,9.2
0400000US06,06,California,8710000US0695589,0695589,"California - ZCTA5 95589, California","ZCTA5 95589, California",1612,1159,195.71,9.03,186.68,8.6,6.2
0400000US06,06,California,8710000US0695595,0695595,"California - ZCTA5 95595, California","ZCTA5 95595, California",262,175,244.83,0.03,244.80,1.1,0.7
0400000US06,06,California,8710000US0695601,0695601,"California - ZCTA5 95601, California","ZCTA5 95601, California",198,111,1.76,0.01,1.75,113.0,63.4
0400000US06,06,California,8710000US0695602,0695602,"California - ZCTA5 95602, California","ZCTA5 95602, California",17509,7496,50.04,0.67,49.37,354.6,151.8
0400000US06,06,California,8710000US0695603,0695603,"California - ZCTA5 95603, California","ZCTA5 95603, California",27844,12243,39.54,0.51,39.03,713.4,313.7
0400000US06,06,California,8710000US0695604,0695604,"California - ZCTA5 95604, California","ZCTA5 95604, California",75,117,0.40,0.00,0.40,187.2,292.1
0400000US06,06,California,8710000US0695605,0695605,"California - ZCTA5 95605, California","ZCTA5 95605, California",14179,5251,4.07,0.17,3.90,3636.0,1346.6
0400000US06,06,California,8710000US0695606,0695606,"California - ZCTA5 95606, California","ZCTA5 95606, California",196,87,36.32,0.00,36.32,5.4,2.4
0400000US06,06,California,8710000US0695607,0695607,"California - ZCTA5 95607, California","ZCTA5 95607, California",431,219,134.50,0.25,134.25,3.2,1.6
0400000US06,06,California,8710000US0695608,0695608,"California - ZCTA5 95608, California","ZCTA5 95608, California",59418,27325,13.31,0.26,13.04,4556.2,2095.3
0400000US06,06,California,8710000US0695610,0695610,"California - ZCTA5 95610, California","ZCTA5 95610, California",44147,18539,7.83,0.00,7.83,5638.2,2367.7
0400000US06,06,California,8710000US0695612,0695612,"California - ZCTA5 95612, California","ZCTA5 95612, California",1239,502,58.25,2.77,55.48,22.3,9.0
0400000US06,06,California,8710000US0695614,0695614,"California - ZCTA5 95614, California","ZCTA5 95614, California",3833,1680,35.58,0.09,35.50,108.0,47.3
0400000US06,06,California,8710000US0695615,0695615,"California - ZCTA5 95615, California","ZCTA5 95615, California",834,333,24.07,0.83,23.24,35.9,14.3
0400000US06,06,California,8710000US0695616,0695616,"California - ZCTA5 95616, California","ZCTA5 95616, California",47032,17982,27.58,0.02,27.56,1706.7,652.5
0400000US06,06,California,8710000US0695618,0695618,"California - ZCTA5 95618, California","ZCTA5 95618, California",27281,10257,35.03,0.10,34.93,781.0,293.7
0400000US06,06,California,8710000US0695619,0695619,"California - ZCTA5 95619, California","ZCTA5 95619, California",4842,2139,6.05,0.04,6.01,805.5,355.9
0400000US06,06,California,8710000US0695620,0695620,"California - ZCTA5 95620, California","ZCTA5 95620, California",20553,7048,243.66,2.91,240.76,85.4,29.3
0400000US06,06,California,8710000US0695621,0695621,"California - ZCTA5 95621, California","ZCTA5 95621, California",39819,16768,6.79,0.00,6.79,5863.1,2469.0
0400000US06,06,California,8710000US0695623,0695623,"California - ZCTA5 95623, California","ZCTA5 95623, California",3806,1633,52.36,0.01,52.35,72.7,31.2
0400000US06,06,California,8710000US0695624,0695624,"California - ZCTA5 95624, California","ZCTA5 95624, California",61989,19978,44.03,0.04,43.98,1409.4,454.2
0400000US06,06,California,8710000US0695625,0695625,"California - ZCTA5 95625, California","ZCTA5 95625, California",155,69,1.15,0.00,1.15,134.2,59.7
0400000US06,06,California,8710000US0695626,0695626,"California - ZCTA5 95626, California","ZCTA5 95626, California",5975,2041,23.26,0.00,23.26,256.9,87.7
0400000US06,06,California,8710000US0695627,0695627,"California - ZCTA5 95627, California","ZCTA5 95627, California",3513,1224,51.73,0.31,51.42,68.3,23.8
0400000US06,06,California,8710000US0695628,0695628,"California - ZCTA5 95628, California","ZCTA5 95628, California",40196,17294,13.21,0.45,12.75,3151.5,1355.9
0400000US06,06,California,8710000US0695629,0695629,"California - ZCTA5 95629, California","ZCTA5 95629, California",832,453,46.50,0.00,46.50,17.9,9.7
0400000US06,06,California,8710000US0695630,0695630,"California - ZCTA5 95630, California","ZCTA5 95630, California",72180,26093,29.91,2.33,27.58,2616.7,945.9
0400000US06,06,California,8710000US0695631,0695631,"California - ZCTA5 95631, California","ZCTA5 95631, California",6076,2667,152.72,0.54,152.17,39.9,17.5
0400000US06,06,California,8710000US0695632,0695632,"California - ZCTA5 95632, California","ZCTA5 95632, California",29269,9633,111.35,0.50,110.84,264.1,86.9
0400000US06,06,California,8710000US0695633,0695633,"California - ZCTA5 95633, California","ZCTA5 95633, California",3349,1515,41.26,0.04,41.23,81.2,36.7
0400000US06,06,California,8710000US0695634,0695634,"California - ZCTA5 95634, California","ZCTA5 95634, California",3232,1580,81.21,0.08,81.13,39.8,19.5
0400000US06,06,California,8710000US0695635,0695635,"California - ZCTA5 95635, California","ZCTA5 95635, California",1262,543,20.30,0.02,20.28,62.2,26.8
0400000US06,06,California,8710000US0695636,0695636,"California - ZCTA5 95636, California","ZCTA5 95636, California",1101,678,115.94,0.00,115.94,9.5,5.8
0400000US06,06,California,8710000US0695637,0695637,"California - ZCTA5 95637, California","ZCTA5 95637, California",370,191,21.09,0.00,21.09,17.5,9.1
0400000US06,06,California,8710000US0695638,0695638,"California - ZCTA5 95638, California","ZCTA5 95638, California",2255,766,79.28,0.59,78.69,28.7,9.7
0400000US06,06,California,8710000US0695639,0695639,"California - ZCTA5 95639, California","ZCTA5 95639, California",283,116,4.98,0.43,4.55,62.2,25.5
0400000US06,06,California,8710000US0695640,0695640,"California - ZCTA5 95640, California","ZCTA5 95640, California",11353,3189,121.72,6.32,115.41,98.4,27.6
0400000US06,06,California,8710000US0695641,0695641,"California - ZCTA5 95641, California","ZCTA5 95641, California",1986,1190,47.10,2.48,44.62,44.5,26.7
0400000US06,06,California,8710000US0695642,0695642,"California - ZCTA5 95642, California","ZCTA5 95642, California",7164,3529,68.06,1.82,66.25,108.1,53.3
0400000US06,06,California,8710000US0695645,0695645,"California - ZCTA5 95645, California","ZCTA5 95645, California",2037,738,130.26,2.26,128.00,15.9,5.8
0400000US06,06,California,8710000US0695646,0695646,"California - ZCTA5 95646, California","ZCTA5 95646, California",158,729,4.78,0.95,3.84,41.2,190.1
0400000US06,06,California,8710000US0695648,0695648,"California - ZCTA5 95648, California","ZCTA5 95648, California",47354,19219,142.69,1.19,141.51,334.6,135.8
0400000US06,06,California,8710000US0695650,0695650,"California - ZCTA5 95650, California","ZCTA5 95650, California",12447,4792,24.85,0.18,24.67,504.6,194.3
0400000US06,06,California,8710000US0695651,0695651,"California - ZCTA5 95651, California","ZCTA5 95651, California",637,302,11.61,0.00,11.61,54.9,26.0
0400000US06,06,California,8710000US0695652,0695652,"California - ZCTA5 95652, California","ZCTA5 95652, California",739,223,3.77,0.00,3.77,195.8,59.1
0400000US06,06,California,8710000US0695653,0695653,"California - ZCTA5 95653, California","ZCTA5 95653, California",527,147,5.16,0.01,5.15,102.4,28.6
0400000US06,06,California,8710000US0695655,0695655,"California - ZCTA5 95655, California","ZCTA5 95655, California",4314,1561,9.50,0.02,9.47,455.5,164.8
0400000US06,06,California,8710000US0695658,0695658,"California - ZCTA5 95658, California","ZCTA5 95658, California",6285,2589,25.19,0.39,24.80,253.4,104.4
0400000US06,06,California,8710000US0695659,0695659,"California - ZCTA5 95659, California","ZCTA5 95659, California",702,328,50.79,0.76,50.02,14.0,6.6
0400000US06,06,California,8710000US0695660,0695660,"California - ZCTA5 95660, California","ZCTA5 95660, California",30714,10871,6.24,0.00,6.24,4925.0,1743.2
0400000US06,06,California,8710000US0695661,0695661,"California - ZCTA5 95661, California","ZCTA5 95661, California",29791,12455,9.00,0.00,9.00,3309.4,1383.6
0400000US06,06,California,8710000US0695662,0695662,"California - ZCTA5 95662, California","ZCTA5 95662, California",31558,12623,11.00,0.13,10.87,2903.1,1161.2
0400000US06,06,California,8710000US0695663,0695663,"California - ZCTA5 95663, California","ZCTA5 95663, California",2377,926,7.98,0.00,7.98,297.7,116.0
0400000US06,06,California,8710000US0695664,0695664,"California - ZCTA5 95664, California","ZCTA5 95664, California",1380,620,42.45,4.71,37.73,36.6,16.4
0400000US06,06,California,8710000US0695665,0695665,"California - ZCTA5 95665, California","ZCTA5 95665, California",4426,2152,20.40,0.05,20.35,217.5,105.8
0400000US06,06,California,8710000US0695666,0695666,"California - ZCTA5 95666, California","ZCTA5 95666, California",5336,3779,56.57,0.86,55.71,95.8,67.8
0400000US06,06,California,8710000US0695667,0695667,"California - ZCTA5 95667, California","ZCTA5 95667, California",36726,16204,173.63,0.42,173.22,212.0,93.5
0400000US06,06,California,8710000US0695668,0695668,"California - ZCTA5 95668, California","ZCTA5 95668, California",815,330,60.75,0.14,60.61,13.4,5.4
0400000US06,06,California,8710000US0695669,0695669,"California - ZCTA5 95669, California","ZCTA5 95669, California",2443,1182,88.40,0.08,88.32,27.7,13.4
0400000US06,06,California,8710000US0695670,0695670,"California - ZCTA5 95670, California","ZCTA5 95670, California",52973,21636,12.93,0.38,12.55,4219.7,1723.5
0400000US06,06,California,8710000US0695672,0695672,"California - ZCTA5 95672, California","ZCTA5 95672, California",4773,1856,22.76,0.19,22.57,211.5,82.2
0400000US06,06,California,8710000US0695673,0695673,"California - ZCTA5 95673, California","ZCTA5 95673, California",15455,5239,16.29,0.07,16.22,952.9,323.0
0400000US06,06,California,8710000US0695674,0695674,"California - ZCTA5 95674, California","ZCTA5 95674, California",935,356,32.05,0.00,32.05,29.2,11.1
0400000US06,06,California,8710000US0695675,0695675,"California - ZCTA5 95675, California","ZCTA5 95675, California",381,201,0.69,0.00,0.69,552.8,291.6
0400000US06,06,California,8710000US0695677,0695677,"California - ZCTA5 95677, California","ZCTA5 95677, California",23333,9568,8.86,0.01,8.86,2634.6,1080.3
0400000US06,06,California,8710000US0695678,0695678,"California - ZCTA5 95678, California","ZCTA5 95678, California",41192,16978,10.86,0.00,10.86,3792.5,1563.1
0400000US06,06,California,8710000US0695679,0695679,"California - ZCTA5 95679, California","ZCTA5 95679, California",55,36,46.17,0.27,45.90,1.2,0.8
0400000US06,06,California,8710000US0695680,0695680,"California - ZCTA5 95680, California","ZCTA5 95680, California",146,48,2.07,0.05,2.01,72.6,23.9
0400000US06,06,California,8710000US0695681,0695681,"California - ZCTA5 95681, California","ZCTA5 95681, California",1226,438,17.26,0.02,17.24,71.1,25.4
0400000US06,06,California,8710000US0695682,0695682,"California - ZCTA5 95682, California","ZCTA5 95682, California",29114,11841,81.26,0.11,81.15,358.7,145.9
0400000US06,06,California,8710000US0695683,0695683,"California - ZCTA5 95683, California","ZCTA5 95683, California",6180,2671,91.19,0.42,90.77,68.1,29.4
0400000US06,06,California,8710000US0695684,0695684,"California - ZCTA5 95684, California","ZCTA5 95684, California",3422,1786,145.46,0.06,145.40,23.5,12.3
0400000US06,06,California,8710000US0695685,0695685,"California - ZCTA5 95685, California","ZCTA5 95685, California",4680,2449,49.31,0.01,49.31,94.9,49.7
0400000US06,06,California,8710000US0695686,0695686,"California - ZCTA5 95686, California","ZCTA5 95686, California",1405,466,28.46,1.21,27.25,51.6,17.1
0400000US06,06,California,8710000US0695687,0695687,"California - ZCTA5 95687, California","ZCTA5 95687, California",65096,22537,43.76,0.24,43.52,1495.7,517.8
0400000US06,06,California,8710000US0695688,0695688,"California - ZCTA5 95688, California","ZCTA5 95688, California",34379,12997,81.47,0.29,81.19,423.5,160.1
0400000US06,06,California,8710000US0695689,0695689,"California - ZCTA5 95689, California","ZCTA5 95689, California",1244,793,27.77,0.00,27.77,44.8,28.6
0400000US06,06,California,8710000US0695690,0695690,"California - ZCTA5 95690, California","ZCTA5 95690, California",2533,1123,60.21,2.93,57.28,44.2,19.6
0400000US06,06,California,8710000US0695691,0695691,"California - ZCTA5 95691, California","ZCTA5 95691, California",34737,13497,43.81,2.28,41.52,836.6,325.1
0400000US06,06,California,8710000US0695692,0695692,"California - ZCTA5 95692, California","ZCTA5 95692, California",4769,1834,55.03,0.77,54.26,87.9,33.8
0400000US06,06,California,8710000US0695693,0695693,"California - ZCTA5 95693, California","ZCTA5 95693, California",6758,2612,62.88,0.05,62.83,107.6,41.6
0400000US06,06,California,8710000US0695694,0695694,"California - ZCTA5 95694, California","ZCTA5 95694, California",9156,3274,149.58,0.37,149.21,61.4,21.9
0400000US06,06,California,8710000US0695695,0695695,"California - ZCTA5 95695, California","ZCTA5 95695, California",37946,14689,142.16,0.00,142.16,266.9,103.3
0400000US06,06,California,8710000US0695697,0695697,"California - ZCTA5 95697, California","ZCTA5 95697, California",425,152,0.23,0.00,0.23,1834.5,656.1
0400000US06,06,California,8710000US0695698,0695698,"California - ZCTA5 95698, California","ZCTA5 95698, California",236,99,43.29,0.30,42.99,5.5,2.3
0400000US06,06,California,8710000US0695699,0695699,"California - ZCTA5 95699, California","ZCTA5 95699, California",154,76,4.09,0.03,4.06,37.9,18.7
0400000US06,06,California,8710000US0695701,0695701,"California - ZCTA5 95701, California","ZCTA5 95701, California",983,573,33.41,0.08,33.33,29.5,17.2
0400000US06,06,California,8710000US0695703,0695703,"California - ZCTA5 95703, California","ZCTA5 95703, California",897,374,4.45,0.00,4.45,201.5,84.0
