what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317336983633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1317336984864
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317337000448
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1317337007849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337008089
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317337008929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337010338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337011800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337012899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337015865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337073701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337299701
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337316359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337342055
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1317337410012
